anger,fear,joy,sadness,analytical,confident,tentative,negative,positive,rotx,roty,rotz,width,length,height,hue,lightness,opacity,gloss
0,0,1,0,0,1,0,0,1,217,304,198,84,51,63,139,80,91,0
1,0,0,1,0,0,1,0,0,5,235,247,44,7,21,245,72,85,0
0,1,0,0,1,0,0,1,0,35,266,144,60,69,15,61,91,77,1
0,0,1,0,0,1,0,0,1,161,75,324,21,93,4,145,84,85,0
1,0,0,1,0,0,1,0,0,360,254,153,54,38,14,67,98,48,1
0,1,0,0,1,0,0,1,0,100,145,2,7,78,87,194,70,84,1
0,0,1,0,0,1,0,0,1,150,115,318,100,82,69,77,51,45,0
1,0,0,1,0,0,1,0,0,66,43,98,72,13,29,163,92,68,0
0,1,0,0,1,0,0,1,0,129,180,345,73,28,23,97,88,58,1
0,0,1,0,0,1,0,0,1,41,223,132,95,23,13,168,70,49,1
1,0,0,1,0,0,1,0,0,37,22,157,71,37,57,64,55,27,1
0,1,0,0,1,0,0,1,0,110,183,345,54,4,52,122,98,32,1
0,0,1,0,0,1,0,0,1,225,185,165,17,20,97,16,78,18,1
1,0,0,1,0,0,1,0,0,116,216,141,48,74,63,67,50,6,0
0,1,0,0,1,0,0,1,0,227,152,93,80,56,85,163,98,37,0
0,0,1,0,0,1,0,0,1,294,232,258,1,58,14,116,90,100,0
1,0,0,1,0,0,1,0,0,286,103,167,81,39,82,216,93,76,1
0,1,0,0,1,0,0,1,0,215,4,173,16,28,16,74,56,4,0
0,0,1,0,0,1,0,0,1,213,7,142,36,94,11,169,61,91,0
1,0,0,1,0,0,1,0,0,219,176,239,52,35,20,215,71,46,1
0,1,0,0,1,0,0,1,0,186,355,222,95,52,8,160,86,67,0
0,0,1,0,0,1,0,0,1,294,331,37,96,97,57,1,68,37,1
1,0,0,1,0,0,1,0,0,277,359,344,75,18,71,202,89,18,1
0,1,0,0,1,0,0,1,0,216,312,125,93,58,89,51,54,74,1
0,0,1,0,0,1,0,0,1,230,117,342,37,96,76,234,83,23,1
1,0,0,1,0,0,1,0,0,345,223,92,39,76,69,203,95,38,1
0,1,0,0,1,0,0,1,0,56,200,127,52,33,42,168,95,70,1
0,0,1,0,0,1,0,0,1,340,98,286,85,42,69,218,59,2,1
1,0,0,1,0,0,1,0,0,156,181,185,36,25,75,177,57,21,0
0,1,0,0,1,0,0,1,0,145,131,220,63,45,15,173,81,93,1
0,0,1,0,0,1,0,0,1,185,64,6,66,75,24,29,56,10,1
1,0,0,1,0,0,1,0,0,164,143,18,18,55,11,159,97,17,1
0,1,0,0,1,0,0,1,0,334,243,278,84,38,99,36,55,14,1
0,0,1,0,0,1,0,0,1,211,12,40,34,89,33,127,64,79,0
1,0,0,1,0,0,1,0,0,45,231,24,92,12,100,84,96,47,1
0,1,0,0,1,0,0,1,0,141,136,9,5,86,69,64,64,42,1
0,0,1,0,0,1,0,0,1,120,338,62,60,54,13,228,68,6,0
1,0,0,1,0,0,1,0,0,335,334,50,31,61,5,129,87,85,1
0,1,0,0,1,0,0,1,0,5,191,278,0,72,16,24,67,41,1
0,0,1,0,0,1,0,0,1,162,280,349,81,30,85,162,87,22,0
1,0,0,1,0,0,1,0,0,217,264,34,60,80,21,146,54,33,0
0,1,0,0,1,0,0,1,0,11,75,150,70,37,62,204,97,78,0
0,0,1,0,0,1,0,0,1,110,158,333,60,50,96,177,67,100,1
1,0,0,1,0,0,1,0,0,288,224,319,79,61,55,51,76,6,0
0,1,0,0,1,0,0,1,0,3,290,221,89,6,25,66,71,79,0
0,0,1,0,0,1,0,0,1,297,280,347,30,95,21,214,95,4,1
1,0,0,1,0,0,1,0,0,114,134,341,20,76,6,55,81,91,1
0,1,0,0,1,0,0,1,0,200,39,231,0,83,77,59,81,26,0
0,0,1,0,0,1,0,0,1,19,233,255,55,55,72,195,50,44,0
1,0,0,1,0,0,1,0,0,120,45,119,25,39,8,220,51,28,0
0,1,0,0,1,0,0,1,0,247,63,56,83,28,14,212,91,20,0
0,0,1,0,0,1,0,0,1,242,77,76,75,95,28,251,97,54,0
1,0,0,1,0,0,1,0,0,29,128,11,41,77,79,216,91,49,1
0,1,0,0,1,0,0,1,0,51,119,91,62,99,78,141,66,84,1
0,0,1,0,0,1,0,0,1,35,356,208,71,46,31,75,84,45,1
1,0,0,1,0,0,1,0,0,290,9,295,51,89,98,168,57,5,0
0,1,0,0,1,0,0,1,0,283,161,311,95,71,24,38,89,14,1
0,0,1,0,0,1,0,0,1,161,117,202,62,69,11,194,68,51,0
1,0,0,1,0,0,1,0,0,48,298,243,10,36,15,253,59,76,1
0,1,0,0,1,0,0,1,0,16,227,86,4,36,52,64,63,16,1
0,0,1,0,0,1,0,0,1,65,3,264,98,40,85,31,70,80,0
1,0,0,1,0,0,1,0,0,324,193,1,38,58,7,94,97,91,1
0,1,0,0,1,0,0,1,0,147,132,224,55,55,99,186,87,43,1
0,0,1,0,0,1,0,0,1,266,60,230,86,3,19,61,56,4,1
1,0,0,1,0,0,1,0,0,231,335,326,23,66,39,12,58,30,1
0,1,0,0,1,0,0,1,0,338,128,30,6,37,28,193,87,92,0
0,0,1,0,0,1,0,0,1,138,331,10,43,59,23,253,78,49,1
1,0,0,1,0,0,1,0,0,302,26,229,30,17,73,218,50,56,1
0,1,0,0,1,0,0,1,0,153,257,78,84,79,79,76,66,10,0
0,0,1,0,0,1,0,0,1,190,13,225,38,32,70,76,68,0,0
1,0,0,1,0,0,1,0,0,91,152,192,73,75,36,149,71,40,1
0,1,0,0,1,0,0,1,0,128,232,73,34,87,35,126,51,38,1
0,0,1,0,0,1,0,0,1,125,161,253,5,14,52,6,82,93,0
1,0,0,1,0,0,1,0,0,175,142,36,88,70,89,152,50,7,1
0,1,0,0,1,0,0,1,0,277,342,156,28,25,34,62,65,52,0
0,0,1,0,0,1,0,0,1,177,228,58,79,64,32,105,67,60,1
1,0,0,1,0,0,1,0,0,174,33,12,43,44,74,178,65,61,0
0,1,0,0,1,0,0,1,0,219,43,56,97,51,40,222,57,45,0
0,0,1,0,0,1,0,0,1,75,310,73,80,37,75,141,94,13,1
1,0,0,1,0,0,1,0,0,351,80,274,70,56,12,86,85,44,1
0,1,0,0,1,0,0,1,0,94,74,60,66,18,28,122,64,24,1
0,0,1,0,0,1,0,0,1,334,200,302,11,14,10,18,63,39,0
1,0,0,1,0,0,1,0,0,197,109,303,77,45,61,59,87,2,0
0,1,0,0,1,0,0,1,0,351,161,271,15,100,91,54,52,67,0
0,0,1,0,0,1,0,0,1,309,191,121,86,9,40,210,93,93,1
1,0,0,1,0,0,1,0,0,73,211,118,72,95,49,215,67,37,0
0,1,0,0,1,0,0,1,0,153,41,10,64,49,81,36,75,92,0
0,0,1,0,0,1,0,0,1,250,45,355,79,91,77,138,57,59,1
1,0,0,1,0,0,1,0,0,224,256,131,26,95,99,155,56,13,1
0,1,0,0,1,0,0,1,0,284,232,328,89,35,89,53,92,92,1
0,0,1,0,0,1,0,0,1,276,228,164,91,8,99,76,79,90,1
1,0,0,1,0,0,1,0,0,152,169,68,90,45,47,19,51,8,1
0,1,0,0,1,0,0,1,0,55,178,83,31,34,23,212,52,42,1
0,0,1,0,0,1,0,0,1,155,325,285,67,54,71,139,80,26,0
1,0,0,1,0,0,1,0,0,251,10,4,1,98,59,170,82,82,1
0,1,0,0,1,0,0,1,0,128,258,44,70,56,18,207,83,62,0
0,0,1,0,0,1,0,0,1,235,143,354,19,42,65,32,62,95,0
1,0,0,1,0,0,1,0,0,220,149,141,47,84,40,195,97,77,0
0,1,0,0,1,0,0,1,0,0,26,89,12,38,3,9,58,96,1
0,0,1,0,0,1,0,0,1,355,241,251,44,32,36,65,52,29,0
1,0,0,1,0,0,1,0,0,180,280,139,95,24,25,105,59,60,1
0,1,0,0,1,0,0,1,0,45,131,105,92,40,96,16,77,13,0
0,0,1,0,0,1,0,0,1,173,75,53,62,95,78,214,76,15,1
1,0,0,1,0,0,1,0,0,80,170,340,22,16,33,9,75,7,1
0,1,0,0,1,0,0,1,0,117,242,70,83,35,41,107,73,35,0
0,0,1,0,0,1,0,0,1,177,204,293,83,63,91,5,73,86,0
1,0,0,1,0,0,1,0,0,158,284,110,41,0,93,167,65,31,0
0,1,0,0,1,0,0,1,0,244,265,25,43,64,48,148,99,0,0
0,0,1,0,0,1,0,0,1,133,171,170,72,76,84,104,69,8,1
1,0,0,1,0,0,1,0,0,259,24,241,1,7,29,221,58,60,0
0,1,0,0,1,0,0,1,0,358,88,184,66,46,9,32,56,53,1
0,0,1,0,0,1,0,0,1,272,4,277,61,43,28,176,57,19,0
1,0,0,1,0,0,1,0,0,244,311,71,64,5,43,246,66,61,0
0,1,0,0,1,0,0,1,0,224,2,246,32,11,10,250,52,95,1
0,0,1,0,0,1,0,0,1,30,250,38,55,22,20,26,100,97,0
1,0,0,1,0,0,1,0,0,91,228,84,70,7,75,73,67,51,1
0,1,0,0,1,0,0,1,0,158,298,138,31,28,43,161,90,2,0
0,0,1,0,0,1,0,0,1,243,324,304,36,93,6,176,69,46,1
1,0,0,1,0,0,1,0,0,288,65,283,6,32,78,32,82,16,0
0,1,0,0,1,0,0,1,0,68,30,23,79,51,45,84,69,49,1
0,0,1,0,0,1,0,0,1,325,291,314,98,77,82,60,87,73,1
1,0,0,1,0,0,1,0,0,285,54,118,85,71,51,98,64,25,1
0,1,0,0,1,0,0,1,0,55,132,11,52,76,85,219,78,2,0
0,0,1,0,0,1,0,0,1,170,207,105,0,94,16,95,73,75,0
1,0,0,1,0,0,1,0,0,105,105,127,15,70,95,171,63,6,0
0,1,0,0,1,0,0,1,0,44,327,93,54,86,11,174,96,70,0
0,0,1,0,0,1,0,0,1,194,342,60,100,43,55,143,93,22,0
1,0,0,1,0,0,1,0,0,305,262,118,80,24,95,186,55,100,1
0,1,0,0,1,0,0,1,0,248,18,161,23,83,93,117,77,0,1
0,0,1,0,0,1,0,0,1,38,105,28,54,33,30,87,58,7,1
1,0,0,1,0,0,1,0,0,304,175,258,1,18,71,155,98,81,0
0,1,0,0,1,0,0,1,0,86,95,180,50,46,66,93,50,88,1
0,0,1,0,0,1,0,0,1,22,166,127,5,71,25,183,67,15,0
1,0,0,1,0,0,1,0,0,195,261,146,35,96,33,31,69,96,1
0,1,0,0,1,0,0,1,0,238,247,318,30,3,50,197,95,52,1
0,0,1,0,0,1,0,0,1,113,36,90,100,90,99,37,81,75,0
1,0,0,1,0,0,1,0,0,182,339,33,59,86,14,206,96,27,0
0,1,0,0,1,0,0,1,0,149,100,49,75,62,76,82,80,26,1
0,0,1,0,0,1,0,0,1,29,111,27,52,7,34,72,100,87,1
1,0,0,1,0,0,1,0,0,164,168,246,45,96,67,209,90,50,0
0,1,0,0,1,0,0,1,0,122,240,173,8,30,26,176,53,80,1
0,0,1,0,0,1,0,0,1,209,327,146,95,74,17,85,59,90,1
1,0,0,1,0,0,1,0,0,123,33,260,86,81,78,179,76,80,1
0,1,0,0,1,0,0,1,0,354,233,146,12,74,83,161,77,3,1
0,0,1,0,0,1,0,0,1,279,16,271,53,63,9,12,58,65,1
1,0,0,1,0,0,1,0,0,46,22,235,10,41,27,213,96,38,1
0,1,0,0,1,0,0,1,0,343,8,22,55,22,83,34,61,80,0
0,0,1,0,0,1,0,0,1,223,96,22,77,25,34,241,82,80,0
1,0,0,1,0,0,1,0,0,333,154,44,67,69,13,30,54,61,1
0,1,0,0,1,0,0,1,0,157,126,281,31,94,79,117,62,6,1
0,0,1,0,0,1,0,0,1,350,99,126,10,70,11,209,64,38,0
1,0,0,1,0,0,1,0,0,195,206,347,57,45,76,119,89,46,1
0,1,0,0,1,0,0,1,0,56,248,267,79,37,72,170,79,57,1
0,0,1,0,0,1,0,0,1,192,303,288,69,0,32,39,79,89,0
1,0,0,1,0,0,1,0,0,321,358,180,88,66,7,211,68,12,0
0,1,0,0,1,0,0,1,0,176,202,191,32,54,49,54,98,100,1
0,0,1,0,0,1,0,0,1,94,18,55,0,2,85,162,93,16,1
1,0,0,1,0,0,1,0,0,122,66,314,100,22,82,72,58,5,0
0,1,0,0,1,0,0,1,0,296,267,122,33,81,51,109,73,97,1
0,0,1,0,0,1,0,0,1,157,299,40,25,20,94,35,57,99,1
1,0,0,1,0,0,1,0,0,147,199,306,38,68,85,236,60,64,1
0,1,0,0,1,0,0,1,0,254,308,344,74,6,23,196,80,91,0
0,0,1,0,0,1,0,0,1,300,86,215,95,26,69,189,75,83,1
1,0,0,1,0,0,1,0,0,127,234,273,11,76,85,217,89,28,0
0,1,0,0,1,0,0,1,0,231,19,169,37,81,22,5,94,58,0
0,0,1,0,0,1,0,0,1,22,282,201,91,15,22,76,61,12,0
1,0,0,1,0,0,1,0,0,304,167,32,23,79,52,85,58,77,1
0,1,0,0,1,0,0,1,0,144,30,100,96,90,22,103,82,22,0
0,0,1,0,0,1,0,0,1,183,217,359,100,25,5,132,89,32,0
1,0,0,1,0,0,1,0,0,217,26,70,39,40,37,126,62,5,0
0,1,0,0,1,0,0,1,0,332,236,335,70,24,52,246,89,20,0
0,0,1,0,0,1,0,0,1,250,360,280,75,90,30,115,67,79,1
1,0,0,1,0,0,1,0,0,172,75,209,73,68,92,40,79,39,1
0,1,0,0,1,0,0,1,0,193,274,82,48,20,47,171,98,74,1
0,0,1,0,0,1,0,0,1,256,83,60,97,70,13,212,57,42,0
1,0,0,1,0,0,1,0,0,185,123,97,4,94,28,96,67,91,0
0,1,0,0,1,0,0,1,0,358,296,255,74,20,97,164,62,64,1
0,0,1,0,0,1,0,0,1,19,114,276,32,79,10,106,59,71,1
1,0,0,1,0,0,1,0,0,172,288,8,56,73,26,167,92,20,1
0,1,0,0,1,0,0,1,0,111,177,304,81,91,4,69,74,38,0
0,0,1,0,0,1,0,0,1,105,144,29,89,6,16,77,100,45,1
1,0,0,1,0,0,1,0,0,334,57,49,57,92,10,193,85,36,1
0,1,0,0,1,0,0,1,0,172,235,250,78,7,9,107,68,28,0
0,0,1,0,0,1,0,0,1,173,85,323,4,61,59,169,77,23,0
1,0,0,1,0,0,1,0,0,277,175,323,8,54,41,183,71,37,1
0,1,0,0,1,0,0,1,0,218,206,78,40,62,84,23,56,51,1
0,0,1,0,0,1,0,0,1,107,110,293,42,25,89,189,83,40,0
1,0,0,1,0,0,1,0,0,76,281,272,9,21,85,224,51,47,1
0,1,0,0,1,0,0,1,0,60,208,77,16,92,17,141,70,9,1
0,0,1,0,0,1,0,0,1,302,55,227,89,26,39,106,52,76,0
1,0,0,1,0,0,1,0,0,204,185,284,80,74,11,205,59,92,0
0,1,0,0,1,0,0,1,0,5,48,294,27,67,13,4,74,43,1
0,0,1,0,0,1,0,0,1,281,353,279,65,14,95,19,51,46,1
1,0,0,1,0,0,1,0,0,182,187,126,61,15,80,178,66,99,0
0,1,0,0,1,0,0,1,0,181,68,221,60,94,77,40,70,10,1
0,0,1,0,0,1,0,0,1,292,187,340,80,90,100,32,87,85,1
1,0,0,1,0,0,1,0,0,301,171,312,0,43,54,117,82,74,1
0,1,0,0,1,0,0,1,0,153,343,307,86,77,72,58,60,53,1
0,0,1,0,0,1,0,0,1,322,161,96,62,66,44,253,93,8,0
1,0,0,1,0,0,1,0,0,191,197,192,63,2,95,6,100,83,1
0,1,0,0,1,0,0,1,0,104,135,312,90,44,70,82,90,54,1
0,0,1,0,0,1,0,0,1,94,196,72,87,56,47,8,54,78,1
1,0,0,1,0,0,1,0,0,185,232,148,37,54,64,29,60,52,1
0,1,0,0,1,0,0,1,0,78,230,352,100,4,45,209,89,47,0
0,0,1,0,0,1,0,0,1,232,340,239,34,56,2,19,89,70,1
1,0,0,1,0,0,1,0,0,221,291,335,14,26,84,75,83,52,1
0,1,0,0,1,0,0,1,0,127,12,14,85,81,65,161,72,54,0
0,0,1,0,0,1,0,0,1,207,202,311,34,43,67,191,80,19,1
1,0,0,1,0,0,1,0,0,260,103,149,5,34,55,52,80,86,1
0,1,0,0,1,0,0,1,0,209,271,243,65,96,74,140,78,56,0
0,0,1,0,0,1,0,0,1,313,23,194,49,80,93,13,65,83,1
1,0,0,1,0,0,1,0,0,257,329,114,28,98,31,89,99,59,0
0,1,0,0,1,0,0,1,0,22,357,29,52,61,52,252,63,77,0
0,0,1,0,0,1,0,0,1,264,85,261,28,100,3,98,78,56,0
1,0,0,1,0,0,1,0,0,359,291,330,56,87,61,212,88,25,1
0,1,0,0,1,0,0,1,0,232,77,100,2,64,95,105,60,30,1
0,0,1,0,0,1,0,0,1,93,254,254,84,34,15,54,91,95,0
1,0,0,1,0,0,1,0,0,219,271,209,30,25,30,216,88,88,0
0,1,0,0,1,0,0,1,0,342,158,36,60,66,5,62,91,55,0
0,0,1,0,0,1,0,0,1,239,160,169,14,11,75,71,83,72,1
1,0,0,1,0,0,1,0,0,180,332,240,97,36,23,3,90,100,0
0,1,0,0,1,0,0,1,0,65,313,243,10,57,17,119,54,56,1
0,0,1,0,0,1,0,0,1,215,286,280,55,23,8,33,80,100,1
1,0,0,1,0,0,1,0,0,128,18,340,55,43,28,132,61,77,1
0,1,0,0,1,0,0,1,0,243,302,19,73,82,27,55,59,92,0
0,0,1,0,0,1,0,0,1,273,88,51,57,56,81,84,80,37,1
1,0,0,1,0,0,1,0,0,302,110,257,79,33,57,84,57,64,1
0,1,0,0,1,0,0,1,0,166,329,318,47,88,83,163,64,27,0
0,0,1,0,0,1,0,0,1,201,63,290,9,40,14,185,75,63,1
1,0,0,1,0,0,1,0,0,6,206,113,99,13,72,237,64,78,1
0,1,0,0,1,0,0,1,0,165,207,127,66,66,32,104,64,41,0
0,0,1,0,0,1,0,0,1,34,111,128,46,40,52,250,93,70,1
1,0,0,1,0,0,1,0,0,26,56,185,90,91,34,215,60,12,0
0,1,0,0,1,0,0,1,0,206,238,106,88,26,82,231,59,17,1
0,0,1,0,0,1,0,0,1,316,330,140,45,29,50,28,90,16,1
1,0,0,1,0,0,1,0,0,95,222,61,50,93,0,86,81,90,1
0,1,0,0,1,0,0,1,0,7,260,240,8,65,48,234,61,14,1
0,0,1,0,0,1,0,0,1,206,273,166,6,44,52,13,58,3,1
1,0,0,1,0,0,1,0,0,229,351,356,59,40,60,203,93,3,0
0,1,0,0,1,0,0,1,0,222,152,331,13,51,30,31,92,81,0
0,0,1,0,0,1,0,0,1,192,62,193,4,48,44,120,71,62,0
1,0,0,1,0,0,1,0,0,147,135,105,3,17,48,233,96,37,0
0,1,0,0,1,0,0,1,0,230,124,240,19,60,8,114,85,48,0
0,0,1,0,0,1,0,0,1,223,247,214,80,32,19,24,96,78,0
1,0,0,1,0,0,1,0,0,67,49,80,40,25,77,165,50,92,0
0,1,0,0,1,0,0,1,0,151,342,73,84,94,92,138,69,12,1
0,0,1,0,0,1,0,0,1,342,309,65,19,96,68,250,88,78,0
1,0,0,1,0,0,1,0,0,89,303,296,59,74,4,195,91,88,1
0,1,0,0,1,0,0,1,0,302,237,39,72,8,91,0,72,63,0
0,0,1,0,0,1,0,0,1,323,106,157,77,31,60,193,100,92,0
1,0,0,1,0,0,1,0,0,145,227,95,59,23,77,23,59,34,0
0,1,0,0,1,0,0,1,0,80,18,309,28,81,60,171,73,61,1
0,0,1,0,0,1,0,0,1,129,261,170,39,36,42,147,94,76,0
1,0,0,1,0,0,1,0,0,137,42,52,0,7,26,35,81,44,0
0,1,0,0,1,0,0,1,0,160,250,294,70,46,53,111,61,89,0
0,0,1,0,0,1,0,0,1,223,119,31,94,41,31,142,67,77,0
1,0,0,1,0,0,1,0,0,267,112,68,93,96,33,194,75,1,0
0,1,0,0,1,0,0,1,0,147,288,0,3,30,48,212,62,30,1
0,0,1,0,0,1,0,0,1,115,80,338,99,33,28,196,68,20,0
1,0,0,1,0,0,1,0,0,149,341,211,29,11,88,82,70,79,1
0,1,0,0,1,0,0,1,0,211,100,99,18,41,29,156,93,70,1
0,0,1,0,0,1,0,0,1,129,112,204,37,19,19,162,64,100,1
1,0,0,1,0,0,1,0,0,68,285,102,89,48,83,110,83,44,1
0,1,0,0,1,0,0,1,0,40,83,244,78,86,61,102,51,45,0
0,0,1,0,0,1,0,0,1,186,32,131,9,33,70,56,87,45,1
1,0,0,1,0,0,1,0,0,21,115,223,1,32,68,196,91,93,0
0,1,0,0,1,0,0,1,0,314,114,92,63,40,2,226,95,79,1
0,0,1,0,0,1,0,0,1,67,33,54,28,80,14,208,90,11,1
1,0,0,1,0,0,1,0,0,353,133,170,69,97,51,46,77,42,0
0,1,0,0,1,0,0,1,0,55,203,153,99,93,5,213,75,6,1
0,0,1,0,0,1,0,0,1,198,144,356,82,82,4,227,86,89,0
1,0,0,1,0,0,1,0,0,155,138,341,95,70,92,170,59,68,0
0,1,0,0,1,0,0,1,0,249,263,34,58,84,85,109,85,60,1
0,0,1,0,0,1,0,0,1,337,30,245,43,11,56,19,75,95,1
1,0,0,1,0,0,1,0,0,115,308,173,69,2,10,161,78,69,0
0,1,0,0,1,0,0,1,0,268,311,224,54,42,3,103,50,16,0
0,0,1,0,0,1,0,0,1,70,92,37,65,23,41,146,92,33,0
1,0,0,1,0,0,1,0,0,227,63,139,20,98,26,69,57,11,0
0,1,0,0,1,0,0,1,0,124,49,323,72,45,19,108,90,9,0
0,0,1,0,0,1,0,0,1,359,240,332,58,78,73,93,70,16,0
1,0,0,1,0,0,1,0,0,79,52,5,50,56,61,60,82,88,1
0,1,0,0,1,0,0,1,0,207,287,216,33,59,31,174,67,2,0
0,0,1,0,0,1,0,0,1,81,86,290,24,54,88,93,89,44,0
1,0,0,1,0,0,1,0,0,342,360,17,6,82,76,141,72,96,1
0,1,0,0,1,0,0,1,0,322,292,349,83,80,47,51,70,31,0
0,0,1,0,0,1,0,0,1,292,279,103,9,55,80,188,88,90,1
1,0,0,1,0,0,1,0,0,186,118,46,23,81,51,49,60,1,0
0,1,0,0,1,0,0,1,0,23,134,47,29,57,10,166,75,64,0
0,0,1,0,0,1,0,0,1,190,269,21,41,3,22,209,84,24,1
1,0,0,1,0,0,1,0,0,331,91,333,73,98,84,254,76,31,1
0,1,0,0,1,0,0,1,0,92,30,213,10,78,66,148,60,49,0
0,0,1,0,0,1,0,0,1,65,268,128,65,64,81,94,86,60,1
1,0,0,1,0,0,1,0,0,108,0,306,77,18,67,189,68,44,0
0,1,0,0,1,0,0,1,0,289,296,268,30,91,80,224,67,88,0
0,0,1,0,0,1,0,0,1,82,101,284,95,89,62,72,68,93,1
1,0,0,1,0,0,1,0,0,278,308,3,93,61,14,68,98,0,0
0,1,0,0,1,0,0,1,0,52,314,162,9,44,84,5,89,24,0
0,0,1,0,0,1,0,0,1,82,64,230,53,47,54,121,74,55,1
1,0,0,1,0,0,1,0,0,300,191,139,97,88,6,205,55,83,1
0,1,0,0,1,0,0,1,0,142,158,189,44,82,97,1,93,16,1
0,0,1,0,0,1,0,0,1,49,328,24,93,29,50,118,98,31,1
1,0,0,1,0,0,1,0,0,231,150,288,63,78,6,121,76,18,1
0,1,0,0,1,0,0,1,0,186,220,167,12,9,3,213,69,76,0
0,0,1,0,0,1,0,0,1,179,62,18,24,20,100,200,93,35,0
1,0,0,1,0,0,1,0,0,310,304,291,71,57,34,136,62,36,1
0,1,0,0,1,0,0,1,0,250,294,70,72,93,19,203,64,16,1
0,0,1,0,0,1,0,0,1,141,338,308,53,52,15,59,94,41,0
1,0,0,1,0,0,1,0,0,172,346,320,91,31,49,131,77,90,0
0,1,0,0,1,0,0,1,0,211,99,102,89,89,62,56,61,77,0
0,0,1,0,0,1,0,0,1,152,208,278,60,73,4,41,65,89,1
1,0,0,1,0,0,1,0,0,317,20,46,84,70,100,42,68,9,0
0,1,0,0,1,0,0,1,0,94,245,97,48,58,9,186,86,82,1
0,0,1,0,0,1,0,0,1,237,141,327,71,42,80,238,58,9,0
1,0,0,1,0,0,1,0,0,271,357,30,89,12,9,35,57,63,0
0,1,0,0,1,0,0,1,0,88,1,325,32,48,25,254,54,48,1
0,0,1,0,0,1,0,0,1,58,183,240,79,26,81,224,94,40,0
1,0,0,1,0,0,1,0,0,11,4,236,8,56,98,242,63,12,0
0,1,0,0,1,0,0,1,0,124,142,288,91,45,45,168,90,37,0
0,0,1,0,0,1,0,0,1,178,174,152,6,23,90,122,53,77,0
1,0,0,1,0,0,1,0,0,15,279,242,61,7,36,4,53,29,1
0,1,0,0,1,0,0,1,0,300,148,309,59,48,3,15,97,68,0
0,0,1,0,0,1,0,0,1,112,267,350,26,38,35,45,100,61,1
1,0,0,1,0,0,1,0,0,123,223,224,49,1,21,71,55,49,0
0,1,0,0,1,0,0,1,0,16,241,41,43,74,8,55,79,61,1
0,0,1,0,0,1,0,0,1,263,105,276,22,92,67,148,100,22,0
1,0,0,1,0,0,1,0,0,183,239,240,60,88,64,202,77,92,0
0,1,0,0,1,0,0,1,0,331,345,162,48,36,98,3,81,20,1
0,0,1,0,0,1,0,0,1,82,88,254,78,24,62,67,58,67,0
1,0,0,1,0,0,1,0,0,8,109,245,29,4,46,100,87,16,0
0,1,0,0,1,0,0,1,0,149,259,260,10,85,11,200,63,59,0
0,0,1,0,0,1,0,0,1,161,352,307,78,61,44,199,83,18,0
1,0,0,1,0,0,1,0,0,204,272,313,74,38,45,105,77,59,1
0,1,0,0,1,0,0,1,0,255,8,349,26,94,12,198,54,92,0
0,0,1,0,0,1,0,0,1,221,341,328,19,38,44,226,93,87,0
1,0,0,1,0,0,1,0,0,145,41,230,88,98,2,183,88,87,1
0,1,0,0,1,0,0,1,0,213,345,358,16,74,33,213,85,99,0
0,0,1,0,0,1,0,0,1,44,147,229,66,15,96,49,97,16,1
1,0,0,1,0,0,1,0,0,12,327,314,96,62,88,143,76,98,0
0,1,0,0,1,0,0,1,0,170,279,172,47,22,99,38,72,5,1
0,0,1,0,0,1,0,0,1,330,286,141,44,69,77,160,54,37,1
1,0,0,1,0,0,1,0,0,174,322,9,74,68,14,224,61,75,0
0,1,0,0,1,0,0,1,0,311,53,126,29,48,6,76,50,100,1
0,0,1,0,0,1,0,0,1,102,74,106,43,51,5,190,67,49,0
1,0,0,1,0,0,1,0,0,177,290,270,46,51,41,195,61,67,1
0,1,0,0,1,0,0,1,0,95,84,266,46,98,43,185,66,83,0
0,0,1,0,0,1,0,0,1,12,155,115,21,39,24,162,67,0,0
1,0,0,1,0,0,1,0,0,13,199,272,96,72,48,118,64,35,1
0,1,0,0,1,0,0,1,0,91,269,212,65,93,14,121,68,57,1
0,0,1,0,0,1,0,0,1,149,103,80,75,86,5,234,96,0,0
1,0,0,1,0,0,1,0,0,279,21,163,27,98,18,45,91,99,0
0,1,0,0,1,0,0,1,0,4,193,306,48,80,41,95,82,95,1
0,0,1,0,0,1,0,0,1,79,46,252,42,65,93,234,72,90,1
1,0,0,1,0,0,1,0,0,116,172,99,88,73,53,208,96,53,1
0,1,0,0,1,0,0,1,0,179,170,108,99,59,90,114,91,72,1
0,0,1,0,0,1,0,0,1,176,162,98,26,53,72,209,81,11,0
1,0,0,1,0,0,1,0,0,258,278,358,62,68,77,206,78,39,1
0,1,0,0,1,0,0,1,0,292,269,106,86,95,97,174,66,39,1
0,0,1,0,0,1,0,0,1,239,165,89,4,21,40,182,89,100,1
1,0,0,1,0,0,1,0,0,280,65,359,32,95,73,58,63,98,1
0,1,0,0,1,0,0,1,0,233,39,158,36,87,63,248,93,56,1
0,0,1,0,0,1,0,0,1,248,38,121,36,40,34,123,92,44,0
1,0,0,1,0,0,1,0,0,334,201,347,7,87,51,92,65,3,0
0,1,0,0,1,0,0,1,0,318,336,134,69,46,23,160,60,14,0
0,0,1,0,0,1,0,0,1,31,228,45,45,69,62,92,72,19,0
1,0,0,1,0,0,1,0,0,26,277,311,77,71,76,26,55,0,0
0,1,0,0,1,0,0,1,0,355,258,247,19,5,73,115,58,85,1
